Master_ID,Batch,Priority_Rank,Clinic_Name,Owner_Name,Title,City,State,Phone,Email,Website,Peptide_Menu,Certifications,Priority_Tier,Quality_Score,Est_Monthly_Volume,Signal_Type,Signal_Date,Outreach_Angle,LinkedIn_URL
330,Batch 7,2,Center for Plastic Surgery — Tyson's Corner / Chevy Chase,Dr. Arjun Kanuri,MD (Plastic Surgeon),Tysons Corner,VA,(703) 560-2850,info@cpsdocs.com,cpsdocs.com,"Peptide Optimization Therapy, HRT, Metabolic Aesthetics",Board-Certified Plastic Surgeon,Tier 1,85,"$20,352",New peptide optimization therapy page Feb 2026,Feb 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
331,Batch 7,1,Chronos Body Health & Wellness — Metairie,,MD-Supervised,Metairie,LA,(504) 267-4549,info@chronosbhw.com,chronosbhw.com,"Peptide Therapy, Hormone Optimization, IV Therapy",Physician-supervised,Tier 1,95,"$15,882",New peptide therapy launch Jan 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
332,Batch 7,2,Selah Center — Carlsbad,,MD-Supervised,Carlsbad,CA,(619) 736-1761,info@selahcenter.com,selahcenter.com,"Peptide Therapy, Hormone Optimization, Aesthetics",Physician-supervised,Tier 1,85,"$19,559",New peptide therapy launch Fall 2025,Fall 2025,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
333,Batch 7,4,BFF Medical — Temecula,,MD-Supervised,Temecula,CA,(951) 500-0000,info@bffmedical.com,bffmedical.com,"Peptide Therapy, Fat Loss, Recovery",Physician-supervised,Tier 2,70,"$8,869",Active peptide therapy page 2026,Jan 2026,"Introduce RUO peptide supply partnership; offer free sample kit with BPC-157, TB-500, and Ipamorelin/CJC-1295",Not found
334,Batch 7,6,Pure Health SD — San Diego,,MD-Supervised,San Diego,CA,(619) 400-0000,info@purehealthsd.com,purehealthsd.com,"Peptide Therapy, Hormone Optimization, Aesthetics",Physician-supervised,Tier 2,70,"$4,120",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
335,Batch 7,2,IVme Wellness + Aesthetics — Chicago Old Town,,MD-Supervised,Chicago,IL,(312) 350-1822,oldtown@ivmenow.com,ivmenow.com,"10 New Peptides, NAD+, IV Therapy, HRT, Semaglutide, Aesthetics",Physician-supervised,Tier 1,86,"$13,290",Announcement: now offering 10 new peptides Mar 2026,Mar 2026,Lead with NAD+ supply; bundle with Glutathione and BPC-157 for comprehensive longevity protocol,Not found
336,Batch 7,1,The Sapphire Luxury Spa — Effingham,,NP-Led,Effingham,IL,(217) 690-4130,info@thesapphireluxuryspa.com,thesapphireluxuryspa.com,"Peptide Therapy, Botox, Microneedling, IV Therapy",NP-Led,Tier 1,95,"$13,621",New peptide therapy service launch Mar 2026,Mar 2026,Lead with GHK-Cu and BPC-157 for skin/tissue repair; position as aesthetic peptide upgrade,Not found
337,Batch 7,6,Align Health — Illinois,,MD-Supervised,Chicago,IL,(847) 500-0000,info@alignhealth.com,alignhealth.com,"Peptide Therapy, Hormone Optimization, Functional Medicine",Physician-supervised,Tier 2,70,"$8,127",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
338,Batch 7,2,The Wellness Edit Med Spa & Longevity Center — Manchester,,MD-Supervised,Manchester,MI,(734) 540-3348,info@wellnesseditmichigan.com,wellnesseditmichigan.com,"Peptide Therapy, Longevity Medicine, Aesthetics",Physician-supervised,Tier 1,85,"$13,307",New med spa and longevity center launch Feb 2026,Feb 2026,Lead with GHK-Cu and BPC-157 for skin/tissue repair; position as aesthetic peptide upgrade,Not found
339,Batch 7,3,New Life Wellness — Dayton,,NP-Led,Dayton,OH,(937) 717-3575,info@newlifewellnessoh.com,newlifewellnessoh.com,"Peptide Therapy, Hormone Optimization, IV Therapy",NP-Led,Tier 1,95,"$19,756",New peptide therapy launch Mar 2026,Mar 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
340,Batch 7,1,22 Spa MD — Cottonwood Heights,,MD-Supervised,Cottonwood Heights,UT,(385) 430-0758,info@22spamd.com,22spamd.com,"Peptide Therapy, Hormone Optimization, Aesthetics",Physician-supervised,Tier 1,85,"$18,486",New peptide therapy launch Oct 2025,Oct 2025,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
341,Batch 7,2,Unfiltered Medical Spa — Lehi,,MD-Supervised,Lehi,UT,(801) 885-6814,info@unfilteredmedspa.com,unfilteredmedspa.com,"Peptide Therapy, Hormone Optimization, Aesthetics",Physician-supervised,Tier 1,95,"$12,292",New peptide therapy launch Mar 2026,Mar 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
342,Batch 7,4,Treasure Valley Aesthetics & Wellness — Boise,Dr. Brenna Butler,DNP,Boise,ID,(208) 580-7703,info@treasurevalleyaw.com,treasurevalleyaw.com,"Peptide Therapy, Hormone Optimization, GLP-1 Weight Loss","Dual-certified hormone specialist, Evexipel certified",Tier 2,75,"$5,875",Facebook post on 2026 peptide therapy regulatory changes — active buyer,Mar 2026,"Lead with peptide weight loss stack (AOD-9604, MOTS-C); position as complement to GLP-1 program",Not found
343,Batch 7,1,Elevate Health & Hormone Clinic — Moulton,Kelsey Clark,CRNP,Moulton,AL,(256) 444-6210,info@elevatehormoneclinic.com,elevatehormoneclinic.com,"BPC-157, TB-500, Peptide Therapy, IV Infusions, HRT, Sexual Health, Hormone Pellets",CRNP,Tier 1,100,"$19,780",New BPC-157 and TB-500 peptide therapy launch Feb 2026,Feb 2026,Lead with BPC-157 / Pentadeca Arginate supply; offer TB-500 bundle and NAD+ as upsell,Not found
344,Batch 7,2,Vitality Cove Wellness Clinic — Hampton Cove,Dr. Antonia Schmitt; Danielle Blackwell,MD; NP,Hampton Cove,AL,(256) 536-2205,info@myvitalitycove.com,myvitalitycove.com,"Hormone Optimization, Peptide Therapy, Aesthetic Services, IV Lounge","MD, NP",Tier 1,90,"$13,889",Grand opening announced Jan 2026,Jan 2026,"Congratulate on grand opening; offer RUO starter kit with BPC-157, TB-500, and Ipamorelin/CJC-1295 to launch peptide menu immediately",Not found
345,Batch 7,4,Your Wellness Path — Dover Plains,Amy (NP),NP,Dover Plains,NY,(845) 442-6185,Amy@yourwellnesspath.life,yourwellnesspath.life,"Peptide Therapy, Direct Primary Care, Telehealth",NP,Tier 2,70,"$9,611",Active peptide therapy offering Mar 2026,Mar 2026,"Introduce RUO peptide supply partnership; offer free sample kit with BPC-157, TB-500, and Ipamorelin/CJC-1295",Not found
346,Batch 7,2,Manhattan Primary Care — New York City,,MD-Supervised,New York,NY,(646) 454-9000,info@manhattanprimarycare.nyc,manhattanprimarycare.nyc,"Peptide Therapy, Anti-Aging, Primary Care",Physician-supervised,Tier 1,80,"$15,993",New peptide therapy page live Feb 2026,Feb 2026,"Introduce RUO peptide supply partnership; offer free sample kit with BPC-157, TB-500, and Ipamorelin/CJC-1295",Not found
347,Batch 7,3,IVme Wellness + Aesthetics — Milwaukee,,MD-Supervised,Milwaukee,WI,(262) 230-2190,milwaukee@ivmenow.com,ivmenow.com,"10 New Peptides, NAD+, IV Therapy, HRT, Semaglutide, Aesthetics",Physician-supervised,Tier 1,86,"$16,905",Announcement: now offering 10 new peptides Mar 2026,Mar 2026,Lead with NAD+ supply; bundle with Glutathione and BPC-157 for comprehensive longevity protocol,Not found
348,Batch 7,4,Neu Clinic & Women's Aesthetics — Kennewick,,NP-Led,Kennewick,WA,(509) 491-1944,info@neuclinic.com,neuclinic.com,"Peptide Therapy, Hormone Optimization, Women's Aesthetics",NP-Led,Tier 2,70,"$8,483",New Year 2026 peptide therapy promotion Jan 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
349,Batch 7,3,Bloom Integrative Wellness — Stockton,,NP-Led,Stockton,MO,(417) 500-0000,info@bloomintegrativewellness.com,bloomintegrativewellness.com,"Peptide Therapy, Hormone Optimization, Weight Management",NP-Led,Tier 1,85,"$11,012",Grand opening announcement April 2026,Apr 2026,"Congratulate on grand opening; offer RUO starter kit with BPC-157, TB-500, and Ipamorelin/CJC-1295 to launch peptide menu immediately",Not found
350,Batch 7,5,Premier U Medical — Indiana,,MD-Supervised,Indianapolis,IN,(317) 500-0000,info@premierumedicall.com,premierumedical.com,"Peptide Therapy, Hormone Optimization, Aesthetics",Physician-supervised,Tier 2,70,"$9,000",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
351,Batch 7,6,Apex Wellness — Minnesota,,NP-Led,Minneapolis,MN,(612) 500-0000,info@apexwellnessmn.com,apexwellnessmn.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$4,485",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
352,Batch 7,4,Alpine Wellness & Aesthetics — Billings,,NP-Led,Billings,MT,(406) 500-0000,info@alpinewellnessmt.com,alpinewellnessmt.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$5,657",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
353,Batch 7,2,Drip Hydration — Colorado Springs (Expansion),,MD-Supervised,Colorado Springs,CO,(720) 508-1041,info@driphydration.com,driphydration.com,"Peptide Therapy, IV Hydration, NAD+",Physician-supervised,Tier 1,88,"$17,544",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
354,Batch 7,4,Dr. David Lans Integrative Medicine — New York,Dr. David Lans,MD,New York,NY,(212) 700-0000,info@davidlansmd.com,davidlansmd.com,"Peptide Therapy, Integrative Medicine, Hormone Optimization",MD,Tier 2,75,"$4,603",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
355,Batch 7,4,Elke Cooke MD — Integrative Medicine,Dr. Elke Cooke,MD,San Francisco,CA,(415) 500-0000,info@elkecookemd.com,elkecookemd.com,"Peptide Therapy, Integrative Medicine, Hormone Optimization",MD,Tier 2,75,"$4,202",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
356,Batch 7,4,Advanced Functional Medicine — California,,MD-Supervised,San Diego,CA,(619) 600-0000,info@advancedfunctionalmedicine.com,advancedfunctionalmedicine.com,"Peptide Therapy, Functional Medicine, Hormone Optimization",Physician-supervised,Tier 2,70,"$8,985",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
357,Batch 7,5,Livinghealthy MD — California,,MD-Supervised,Los Angeles,CA,(310) 600-0000,info@livinghealthymd.com,livinghealthymd.com,"Peptide Therapy, Functional Medicine, Hormone Optimization",Physician-supervised,Tier 2,70,"$7,192",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
358,Batch 7,4,The Lab at Anacortes Wellness — Washington,,NP-Led,Anacortes,WA,(360) 500-0000,info@anacorteswellness.com,anacorteswellness.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$6,303",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
359,Batch 7,6,Davis Integrative Medicine — California,,MD-Supervised,Davis,CA,(530) 500-0000,info@davisintegrativemedicine.com,davisintegrativemedicine.com,"Peptide Therapy, Integrative Medicine, Hormone Optimization",Physician-supervised,Tier 2,70,"$5,688",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
360,Batch 7,5,Orthobiologics Associates — Florida,,MD-Supervised,Orlando,FL,(407) 500-0000,info@orthobiologicsassociates.com,orthobiologicsassociates.com,"Peptide Therapy, Orthobiologics, Regenerative Medicine",Physician-supervised,Tier 2,70,"$9,429",Active peptide therapy page 2026,Jan 2026,"Introduce RUO peptide supply partnership; offer free sample kit with BPC-157, TB-500, and Ipamorelin/CJC-1295",Not found
361,Batch 7,4,The Urban You — Florida,,NP-Led,Miami,FL,(305) 500-0000,info@theurban-you.com,theurban-you.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 2,70,"$4,147",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
362,Batch 7,5,AMS Wellness and IV — Sarasota,,NP-Led,Sarasota,FL,(941) 600-0000,info@amswellness.com,amswellness.com,"Peptide Therapy, IV Therapy, Hormone Optimization",NP-Led,Tier 2,70,"$5,210",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
363,Batch 7,5,Aromas Medspa — Orlando,,NP-Led,Orlando,FL,(407) 600-0000,info@aromasmedspa.com,aromasmedspa.com,"Peptide Therapy, Aesthetics, Hormone Optimization",NP-Led,Tier 2,70,"$9,134",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
364,Batch 7,4,Astramd Health — Florida,,MD-Supervised,Tampa,FL,(813) 500-0000,info@astramdhealth.com,astramdhealth.com,"Peptide Therapy, Hormone Optimization, Aesthetics",Physician-supervised,Tier 2,70,"$5,048",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
365,Batch 7,2,Bargas Wellness — New Location,,NP-Led,Houston,TX,(713) 500-0000,info@bargaswellness.com,bargaswellness.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 1,85,"$23,039",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
366,Batch 7,2,Agentis Longevity — Chesterfield + Wauwatosa + Cleveland,,MD-Supervised,Chesterfield,MO,(314) 500-0000,info@agentislongevity.com,agentislongevity.com,"Peptide Therapy, Longevity Medicine, Hormone Optimization",Physician-supervised,Tier 1,85,"$8,207",Multi-location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
367,Batch 7,1,Accelerate Wellness — Texas,,NP-Led,Dallas,TX,(214) 500-0000,info@acceleratewellness.com,acceleratewellness.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 1,85,"$14,621",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
368,Batch 7,3,Beyond Wellness — Texas,,NP-Led,Austin,TX,(512) 600-0000,info@beyondwellnesstx.com,beyondwellnesstx.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 1,85,"$23,641",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
369,Batch 7,3,Blueline Wellness Group — Texas,,NP-Led,San Antonio,TX,(210) 600-0000,info@bluelinewellness.com,bluelinewellness.com,"Peptide Therapy, Hormone Optimization, Aesthetics",NP-Led,Tier 1,85,"$16,489",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
370,Batch 7,6,Align Health — Missouri,,MD-Supervised,St. Louis,MO,(314) 600-0000,info@alignhealthmo.com,alignhealthmo.com,"Peptide Therapy, Functional Medicine, Hormone Optimization",Physician-supervised,Tier 2,70,"$7,660",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
371,Batch 7,1,Aim Wellness — Iowa (Expansion),,NP-Led,Cedar Rapids,IA,(319) 500-0000,info@aimwellnessia.com,aimwellnessia.com,"Peptide Therapy, Hormone Optimization, IV Therapy",NP-Led,Tier 1,85,"$18,635",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
372,Batch 7,4,1st Optimal — Texas,,MD-Supervised,Dallas,TX,(214) 700-0000,info@1stoptimal.com,1stoptimal.com,"Peptide Therapy, Hormone Optimization, Performance Medicine",Physician-supervised,Tier 2,70,"$9,505",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
373,Batch 7,4,Balanced Body Wellness — Maryland,,MD-Supervised,Rockville,MD,(301) 500-0000,info@balancedbodywellnessmd.com,balancedbodywellnessmd.com,"Peptide Therapy, Functional Medicine, Hormone Optimization",Physician-supervised,Tier 2,70,"$9,977",Active peptide therapy page 2026,Jan 2026,"Lead with peptide-hormone synergy stack (Ipamorelin/CJC, Kisspeptin, PT-141); upsell on longevity peptides",Not found
374,Batch 7,1,Bio-Integrative Health Center — Expansion,,MD-Supervised,San Diego,CA,(619) 700-0000,info@biointegrative.com,biointegrative.com,"Peptide Therapy, Integrative Medicine, Hormone Optimization",Physician-supervised,Tier 1,85,"$15,249",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
375,Batch 7,1,Ascend Wellness MD — Expansion,,MD-Supervised,Phoenix,AZ,(602) 500-0000,info@ascendwellnessmd.com,ascendwellnessmd.com,"Peptide Therapy, Hormone Optimization, Aesthetics",Physician-supervised,Tier 1,85,"$22,376",New location expansion 2026,Jan 2026,Acknowledge multi-location expansion; propose volume pricing for bulk RUO peptide supply across all locations,Not found
